Sub-Category,Region,Sales,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Product ID,Category,Product Name
Accessories,South,44.75,CA-2019-147333,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fayetteville,Arkansas,TEC-AC-10003038,Technology,Kingston Digital DataTraveler 16GB USB 2.0
Accessories,South,45.408,US-2019-132031,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,TEC-AC-10002473,Technology,Maxell 4.7GB DVD-R
Accessories,South,46.864000000000004,CA-2019-150910,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,TEC-AC-10001013,Technology,Logitech ClearChat Comfort/USB Headset H390
Accessories,South,47.79,CA-2016-133634,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Arlington,Virginia,TEC-AC-10002550,Technology,Maxell 4.7GB DVD-RW 3/Pack
Accessories,South,47.79,CA-2016-156006,Second Class,TM-21010,Tamara Manning,Consumer,United States,Jackson,Mississippi,TEC-AC-10002550,Technology,Maxell 4.7GB DVD-RW 3/Pack
Accessories,South,47.92,CA-2018-113236,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Delray Beach,Florida,TEC-AC-10001267,Technology,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...
Accessories,South,47.984,US-2016-117170,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Raleigh,North Carolina,TEC-AC-10001109,Technology,Logitech Trackman Marble Mouse
Accessories,South,47.992000000000004,CA-2019-128699,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Jacksonville,Florida,TEC-AC-10001990,Technology,Kensington Orbit Wireless Mobile Trackball for PC and Mac
Accessories,South,48.9,CA-2019-110212,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Texarkana,Arkansas,TEC-AC-10002331,Technology,"Maxell 74 Minute CDR, 10/Pack"
Accessories,South,50.88,CA-2017-112375,Standard Class,RD-19720,Roger Demir,Consumer,United States,Daytona Beach,Florida,TEC-AC-10003237,Technology,Memorex Micro Travel Drive 4 GB
Accessories,South,52,CA-2019-135587,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Hattiesburg,Mississippi,TEC-AC-10001266,Technology,Memorex Micro Travel Drive 8 GB
Accessories,South,53.25,CA-2019-162033,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,TEC-AC-10003116,Technology,Memorex Froggy Flash Drive 8 GB
Accessories,South,53.699999999999996,US-2017-123960,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,TEC-AC-10003038,Technology,Kingston Digital DataTraveler 16GB USB 2.0
Accessories,South,62.91,CA-2016-115357,Second Class,RF-19735,Roland Fjeld,Consumer,United States,Columbia,South Carolina,TEC-AC-10000023,Technology,"Maxell 74 Minute CD-R Spindle, 50/Pack"
Accessories,South,66.30000000000001,CA-2018-168536,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Jackson,Mississippi,TEC-AC-10002323,Technology,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
Accessories,South,66.36,CA-2017-147102,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Columbus,Georgia,TEC-AC-10000682,Technology,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
Accessories,South,67.8,CA-2019-138975,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,TEC-AC-10003441,Technology,Kingston Digital DataTraveler 32GB USB 2.0
Accessories,South,68.112,CA-2018-113733,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,TEC-AC-10002473,Technology,Maxell 4.7GB DVD-R
Accessories,South,71,CA-2019-109589,First Class,BD-11635,Brian Derr,Consumer,United States,Bowling Green,Kentucky,TEC-AC-10003116,Technology,Memorex Froggy Flash Drive 8 GB
Accessories,South,71.98,CA-2019-128475,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,TEC-AC-10000158,Technology,Sony 64GB Class 10 Micro SDHC R40 Memory Card
Accessories,South,71.98,US-2018-156692,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Kenner,Louisiana,TEC-AC-10000158,Technology,Sony 64GB Class 10 Micro SDHC R40 Memory Card
Accessories,South,72.6,CA-2017-101868,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,TEC-AC-10004396,Technology,Logitech Keyboard K120
Accessories,South,72.74400000000001,CA-2017-103870,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,TEC-AC-10004227,Technology,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card
Accessories,South,74.11200000000001,CA-2019-119004,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,TEC-AC-10003499,Technology,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive
Accessories,South,75,CA-2017-106187,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,East Point,Georgia,TEC-AC-10001590,Technology,Dell Slim USB Multimedia Keyboard
Accessories,South,75.98,CA-2018-157161,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,TEC-AC-10000358,Technology,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB
Accessories,South,79.96,CA-2017-102491,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Florence,Kentucky,TEC-AC-10003289,Technology,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
Accessories,South,79.99,CA-2019-163629,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Athens,Georgia,TEC-AC-10001539,Technology,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology
Accessories,South,79.992,CA-2019-163321,Second Class,FM-14380,Fred McMath,Consumer,United States,Jacksonville,North Carolina,TEC-AC-10004571,Technology,Logitech G700s Rechargeable Gaming Mouse
Accessories,South,83.88,CA-2016-163293,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,TEC-AC-10000023,Technology,"Maxell 74 Minute CD-R Spindle, 50/Pack"
Accessories,South,83.97600000000001,US-2017-168935,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,TEC-AC-10002335,Technology,Logitech Media Keyboard K200
Accessories,South,87.168,CA-2017-141145,Standard Class,DB-13405,Denny Blanton,Consumer,United States,Orlando,Florida,TEC-AC-10001465,Technology,SanDisk Cruzer 64 GB USB Flash Drive
Accessories,South,89.568,CA-2019-102736,Standard Class,LP-17095,Liz Preis,Consumer,United States,Knoxville,Tennessee,TEC-AC-10004568,Technology,Maxell LTO Ultrium - 800 GB
Accessories,South,89.97,CA-2018-157280,First Class,LW-17125,Liz Willingham,Consumer,United States,Virginia Beach,Virginia,TEC-AC-10000057,Technology,Microsoft Natural Ergonomic Keyboard 4000
Accessories,South,95.97600000000001,CA-2019-102610,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chattanooga,Tennessee,TEC-AC-10000303,Technology,Logitech M510 Wireless Mouse
Accessories,South,98.16,CA-2019-151211,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,TEC-AC-10004510,Technology,Logitech Desktop MK120 Mouse and keyboard Combo
Accessories,South,99.98,CA-2016-100706,Second Class,LE-16810,Laurel Elliston,Consumer,United States,Springfield,Virginia,TEC-AC-10001314,Technology,Case Logic 2.4GHz Wireless Keyboard
Accessories,South,99.98,CA-2016-149538,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,TEC-AC-10002926,Technology,Logitech Wireless Marathon Mouse M705
Accessories,South,100,CA-2018-106894,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,TEC-AC-10003063,Technology,Micro Innovations USB RF Wireless Keyboard with Mouse
Accessories,South,101.69999999999999,CA-2018-163167,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,TEC-AC-10003441,Technology,Kingston Digital DataTraveler 32GB USB 2.0
Accessories,South,101.94,US-2017-168732,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,TEC-AC-10001553,Technology,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack"
Accessories,South,106.5,CA-2017-102722,First Class,KW-16570,Kelly Williams,Consumer,United States,Monroe,Louisiana,TEC-AC-10003116,Technology,Memorex Froggy Flash Drive 8 GB
Accessories,South,110.4,CA-2019-140872,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,TEC-AC-10002942,Technology,WD My Passport Ultra 1TB Portable External Hard Drive
Accessories,South,111.96,CA-2017-136147,Standard Class,FM-14380,Fred McMath,Consumer,United States,Miami,Florida,TEC-AC-10004568,Technology,Maxell LTO Ultrium - 800 GB
Accessories,South,111.98,CA-2018-166380,Standard Class,EB-13750,Edward Becker,Corporate,United States,Arlington,Virginia,TEC-AC-10000109,Technology,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
Accessories,South,119.97600000000001,US-2018-162677,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,TEC-AC-10001314,Technology,Case Logic 2.4GHz Wireless Keyboard
Accessories,South,146.45,US-2019-167920,Second Class,JL-15835,John Lee,Consumer,United States,Richmond,Kentucky,TEC-AC-10001013,Technology,Logitech ClearChat Comfort/USB Headset H390
Accessories,South,149.95,CA-2016-103366,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,TEC-AC-10003628,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
Accessories,South,151.96,CA-2017-163923,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Springfield,Virginia,TEC-AC-10000358,Technology,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB
Accessories,South,158.928,CA-2016-156244,Standard Class,DH-13675,Duane Huffman,Home Office,United States,Miami,Florida,TEC-AC-10002473,Technology,Maxell 4.7GB DVD-R
Accessories,South,159.8,CA-2019-147333,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fayetteville,Arkansas,TEC-AC-10004469,Technology,Microsoft Sculpt Comfort Mouse
Accessories,South,167.94400000000002,US-2017-113327,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,TEC-AC-10003628,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
Accessories,South,170.24,CA-2016-103989,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,TEC-AC-10002647,Technology,"Logitech Wireless Boombox Speaker - portable - wireless, wired"
Accessories,South,179.94,US-2018-167472,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,TEC-AC-10001109,Technology,Logitech Trackman Marble Mouse
Accessories,South,191.472,CA-2018-134474,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,TEC-AC-10001714,Technology,Logitech MX Performance Wireless Mouse
Accessories,South,191.976,CA-2019-159667,Standard Class,PM-19135,Peter McVee,Home Office,United States,Jacksonville,Florida,TEC-AC-10002567,Technology,Logitech G602 Wireless Gaming Mouse
Accessories,South,199.95000000000002,CA-2019-102309,Second Class,DO-13645,Doug O'Connell,Consumer,United States,Pine Bluff,Arkansas,TEC-AC-10001114,Technology,Microsoft Wireless Mobile Mouse 4000
Accessories,South,205.99200000000002,CA-2019-140872,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,TEC-AC-10003832,Technology,Logitech P710e Mobile Speakerphone
Accessories,South,209.96999999999997,CA-2018-108616,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Mobile,Alabama,TEC-AC-10000420,Technology,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning
Accessories,South,223.96,CA-2016-104283,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,TEC-AC-10000109,Technology,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
Accessories,South,234.45000000000002,CA-2016-127614,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,TEC-AC-10001432,Technology,Enermax Aurora Lite Keyboard
Accessories,South,239.70000000000002,CA-2017-164427,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Hattiesburg,Mississippi,TEC-AC-10004469,Technology,Microsoft Sculpt Comfort Mouse
Accessories,South,239.92,US-2019-102904,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Decatur,Alabama,TEC-AC-10000927,Technology,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand
Accessories,South,247.8,US-2016-150574,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,TEC-AC-10002600,Technology,Belkin QODE FastFit Bluetooth Keyboard
Accessories,South,249.95000000000002,CA-2018-142370,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Columbus,Georgia,TEC-AC-10002926,Technology,Logitech Wireless Marathon Mouse M705
Accessories,South,249.95000000000002,US-2018-169369,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Georgia,TEC-AC-10001314,Technology,Case Logic 2.4GHz Wireless Keyboard
Accessories,South,251.91,CA-2017-165624,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,TEC-AC-10004568,Technology,Maxell LTO Ultrium - 800 GB
Accessories,South,255.68000000000004,US-2018-168620,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,TEC-AC-10004469,Technology,Microsoft Sculpt Comfort Mouse
Accessories,South,255.968,CA-2017-100769,Same Day,TH-21550,Tracy Hopkins,Home Office,United States,Jacksonville,Florida,TEC-AC-10002402,Technology,Razer Kraken PRO Over Ear PC and Music Headset
Accessories,South,272.61,CA-2016-153927,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Woodstock,Georgia,TEC-AC-10000023,Technology,"Maxell 74 Minute CD-R Spindle, 50/Pack"
Accessories,South,279.85999999999996,CA-2017-103135,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,TEC-AC-10003289,Technology,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
Accessories,South,291.96,US-2018-123750,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,TEC-AC-10004659,Technology,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
Accessories,South,299.96999999999997,CA-2019-161046,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,TEC-AC-10004571,Technology,Logitech G700s Rechargeable Gaming Mouse
Accessories,South,316,CA-2018-106558,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Columbus,Georgia,TEC-AC-10001142,Technology,First Data FD10 PIN Pad
Accessories,South,323.37,US-2018-167472,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,TEC-AC-10003174,Technology,Plantronics S12 Corded Telephone Headset System
Accessories,South,335.944,US-2016-102715,Second Class,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,TEC-AC-10001874,Technology,Logitech Wireless Anywhere Mouse MX for PC and Mac
Accessories,South,339.96,CA-2016-111500,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,TEC-AC-10000844,Technology,Logitech Gaming G510s - Keyboard
Accessories,South,360,CA-2019-121419,First Class,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,TEC-AC-10000892,Technology,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
Accessories,South,383.97600000000006,CA-2019-142090,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Burlington,North Carolina,TEC-AC-10002001,Technology,Logitech Wireless Gaming Headset G930
Accessories,South,383.97600000000006,US-2016-102715,Second Class,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,TEC-AC-10002001,Technology,Logitech Wireless Gaming Headset G930
Accessories,South,399.98,CA-2018-148684,Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Fayetteville,Arkansas,TEC-AC-10001838,Technology,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset
Accessories,South,408.74399999999997,US-2018-123750,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,TEC-AC-10004659,Technology,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
Accessories,South,431.1600000000001,CA-2019-100902,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Charlotte,North Carolina,TEC-AC-10003174,Technology,Plantronics S12 Corded Telephone Headset System
Accessories,South,431.97600000000006,US-2018-109260,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Tallahassee,Florida,TEC-AC-10002637,Technology,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)
Accessories,South,447.94399999999996,CA-2017-117884,Same Day,DC-13285,Debra Catini,Consumer,United States,Plantation,Florida,TEC-AC-10002567,Technology,Logitech G602 Wireless Gaming Mouse
Accessories,South,479.97,CA-2016-157784,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,TEC-AC-10003911,Technology,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router
Accessories,South,498,CA-2016-153087,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Decatur,Alabama,TEC-AC-10003198,Technology,Enermax Acrylux Wireless Keyboard
Accessories,South,499.98,CA-2018-131065,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,TEC-AC-10004145,Technology,Logitech diNovo Edge Keyboard
Accessories,South,599.97,CA-2019-148922,Second Class,SU-20665,Stephanie Ulpright,Home Office,United States,Jackson,Mississippi,TEC-AC-10001838,Technology,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset
Accessories,South,617.9760000000001,US-2019-100930,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,TEC-AC-10003832,Technology,Logitech P710e Mobile Speakerphone
Accessories,South,619.9499999999999,CA-2017-142755,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,TEC-AC-10002049,Technology,Logitech G19 Programmable Gaming Keyboard
Accessories,South,646.74,CA-2016-162775,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,TEC-AC-10003174,Technology,Plantronics S12 Corded Telephone Headset System
Accessories,South,659.9,CA-2019-117198,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Monroe,Louisiana,TEC-AC-10003033,Technology,Plantronics CS510 - Over-the-Head monaural Wireless Headset System
Accessories,South,717.1200000000001,CA-2017-142202,Second Class,JR-16210,Justin Ritter,Corporate,United States,Jacksonville,Florida,TEC-AC-10003198,Technology,Enermax Acrylux Wireless Keyboard
Accessories,South,799.9200000000001,CA-2016-120670,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Fort Lauderdale,Florida,TEC-AC-10004171,Technology,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset
Accessories,South,1012.6800000000001,CA-2018-106950,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,TEC-AC-10002049,Technology,Plantronics Savi W720 Multi-Device Wireless Headset System
Accessories,South,1319.96,US-2018-138408,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Huntsville,Alabama,TEC-AC-10003870,Technology,Logitech Z-906 Speaker sys - home theater - 5.1-CH
Accessories,South,1979.6999999999998,CA-2018-113831,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,TEC-AC-10003033,Technology,Plantronics CS510 - Over-the-Head monaural Wireless Headset System
Accessories,South,2249.91,CA-2019-143567,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,TEC-AC-10004145,Technology,Logitech diNovo Edge Keyboard
